1.76115 0.392548 0 -0.219268 0.00198216 -0.650356 0.716521 -0.120612 -0.276731 -0.0337851 -0.0944097 -0.333302 -0.710596 -0.466649 -0.988228 -0.605235 -0.440932 -0.823925 -0.307984 -1.22939 0 -1.36292 -0.465473 -0.564413 0 1.0042 0 0 -0.22855 
0.392548 0.778098 0.462507 0.358501 0.257063 0.0540964 0.544745 0.297958 0.128501 0.4457 -0.166102 0.0768446 0.387784 0.109686 -0.0790902 0.575836 0.0251089 -0.0724161 0.0947823 0.570721 0.644829 0.0694645 0.0768446 0.557817 0.724871 0.462507 0 0 -0.225295 
0 0.462507 3.92197 0.431545 -0.221161 1.08876 1.97606 0.84236 0 0 0 1.33171 0 0 1.52408 0 0.366625 1.28292 1.35702 1.97606 2.82336 1.84253 0 0 0 0 0 0 -0.2236 
-0.219268 0.358501 0.431545 0.781858 0.399284 0.532188 0.341933 0.598422 0.388663 0.556708 0.613866 0.401086 0.709177 0.0632193 0.113091 -0.484746 0.524254 0.660386 -0.159324 0.513783 0.719227 0.229021 -0.0400601 0.208401 0.768017 1.30701 0 0 -0.219154 
0.00198216 0.257063 -0.221161 0.399284 0.817487 0.0136782 0.397878 0.180465 0.427815 0.127145 0.526053 0.0602511 0.481936 0.342308 -0.539615 0.248842 0.457597 0.275275 0.0471026 0.030153 0.0665207 -0.141119 0.197549 -0.403483 -0.914309 1.16513 0 0 -0.157175 
-0.650356 0.0540964 1.08876 0.532188 0.0136782 2.34989 1.08876 0.407042 -0.597639 -0.297534 -0.0098523 0.801078 0.00995033 -0.91272 0.300303 0 0.477851 0.241462 -0.377577 -0.164003 1.37644 0.107931 -0.743821 0 0.395613 1.08876 0 0 -0.147394 
0.716521 0.544745 1.97606 0.341933 0.397878 1.08876 2.66921 0.768252 -0.626626 0.184304 0.471986 0.366625 -1.24281 -0.941708 0 0 0.212475 0.030153 0.104261 0.7233 1.5706 0.184304 -0.549665 0 0 0 0 0 -0.245824 
-0.120612 0.297958 0.84236 0.598422 0.180465 0.407042 0.768252 1.14289 0.542255 0.660038 0.896427 -0.0133065 0.748049 0.598737 -0.169241 0.149212 0.988313 1.09367 0.528702 0.768252 0.99651 0.266995 0.426844 0.84236 1.0655 0.84236 0 0 -0.269742 
-0.276731 0.128501 0 0.388663 0.427815 -0.597639 -0.626626 0.542255 1.16856 0.508353 0.588396 0.195354 0.830437 1.16363 0.220671 0.402993 0.597149 0.717108 0.913819 0.913819 0.220671 0.08714 0.893616 0.826807 0.220671 0.220671 0 0 -0.22836 
-0.0337851 0.4457 0 0.556708 0.127145 -0.297534 0.184304 0.660038 0.508353 2.28436 0 0.520776 1.43707 0.311055 -0.267681 0 0.520776 1.10059 0.258412 1.97606 1.72475 0.89807 1.10856 2.13021 2.53568 0 0 0 -0.360802 
