0 402
1 1267
2 779
3 888
4 152
5 693
6 567
7 98
8 64
9 369
10 331
11 98
12 135
13 178
14 234
15 107
16 44
17 9
18 21
19 264
20 289
21 317
22 466
23 264
24 90
25 36
26 17
27 10
28 7567
