0 254
1 949
2 615
3 762
4 118
5 606
6 486
7 86
8 55
9 319
10 294
11 87
12 130
13 164
14 221
15 100
16 41
17 7
18 14
19 224
20 254
21 293
22 441
23 258
24 88
25 35
26 17
27 10
28 4283
