0 148
1 318
2 164
3 126
4 34
5 87
6 81
7 12
8 9
9 50
10 37
11 11
12 5
13 14
14 13
15 7
16 3
17 2
18 7
19 40
20 35
21 24
22 25
23 6
24 2
25 1
28 3284
